x,y,u,v,d,a
0,0,-0.00961592835112847,0.004281287137794006,0.014873690632653399,0.010525944024660052
1,0,-0.03532201459268177,0.03922907145561178,0.010577219050990965,0.052787922502738435
2,0,0.034318069967786254,0.038114077991007286,-0.00990457387606932,0.051287550803469445
3,0,0.006817236145455668,0.011807799371124228,-0.014094679717782293,0.013634472290911333
4,0,0.006735356425124956,0.0074803711375789885,-0.002518997103234104,0.010065832232329168
5,0,0.00491649835101123,0.008515624939280052,-0.0020401643640620792,0.009832996702022458
6,0,0.006440618444780464,0.004679383206788754,-0.005619899679077691,0.007961042214887628
7,0,0.010098875722470833,0.01121593776308081,-0.008968940019124062,0.015092532947229667
8,0,-0.0034753941171941334,0.003859816200519562,0.012800727932622458,0.005193895009684048
9,0,-0.010087336972735525,0.007328879305013214,-0.002439469229668334,0.012468634210248053
10,0,-0.0025199070602294855,0.0018308196458776884,0.009541110237248528,0.0031147764234253014
11,0,0.007676791518962259,0.0034179277953752863,-0.0068361533712855554,0.008403294499183629
12,0,0.0023405075807189997,0.0017004782945112934,0.010686013865378515,0.00289302647162226
13,0,0.00824459942644485,0.00599005210968079,-0.00730784286353151,0.010190885338341612
14,0,0.013343267277124359,0.00969445113937314,-0.007526505415531744,0.016493185396474232
15,0,-0.011686874877823326,0.01297958949855349,0.0007771769164595748,0.017465760446108782
16,0,0.0027128827510882335,0.025811355215427465,0.0006418866337416676,0.02595353137586727
17,0,0.013292488358123862,0.00591819711616651,0.005862633088105319,0.014550439988421657
18,0,0.009572084652126962,0.006954526581437638,-0.0069350505773462506,0.011831747316411352
19,0,0.015379282395921151,0.011173702710840897,-0.0038294495317341354,0.019009838486524377
20,0,0.0016613917114257236,0.0012070717340263981,0.0125478340368386,0.002053593092576908
21,0,-0.005684708260752599,0.006313508137544737,-0.0010970063300084455,0.008495663188516389
22,0,0.00931426466286812,0.01613277963123098,-0.012538928939110619,0.018628529325736238
23,0,0.015964504385765826,0.027651332713802577,-0.03394082980906289,0.031929008771531646
24,0,0.002676711777026041,0.02546721138553554,-0.02456406835186039,0.02560749190555024
25,0,0.0024403482290680633,0.023218362446570218,-0.017802153004469346,0.023346255677932977
26,0,-0.00180410986148842,0.017164958737657877,-0.019420144140203627,0.01725950812908112
27,0,-0.016310466472732255,0.028250556625921016,-0.022134249434456476,0.032620932945464524
28,0,0.00559974586790107,0.006219147840753988,-0.03514607893160149,0.00836868888477939
29,0,-0.0005677078606337434,0.0009832988584738754,-0.006693451786205117,0.0011354157212674872
30,0,-0.0005649784872047581,0.0006274721784988699,-0.052076170662921875,0.0008443471003054933
31,0,0.000619461811298926,0.00589378543817084,0.015303747127859391,0.005926250056051668
32,0,0.0003022681142532136,0.0,0.03188819357670028,0.0003022681142532136
33,0,0.007232247559859298,0.0015372616744700996,-0.0007177549515478747,0.0073938202725577105
34,0,0.018305283811324024,0.0,-0.018147523407108828,0.018305283811324024
35,0,0.03020966756956734,0.0,-0.023776239543062724,0.03020966756956734
36,0,0.01707053321847884,0.0,-0.02278905239801418,0.01707053321847884
37,0,0.011134740449721792,0.0,-0.01568149969221469,0.011134740449721792
38,0,0.023408125264553412,0.0,-0.03525219620171897,0.023408125264553412
39,0,0.024417443550030796,0.0,-0.0317690821990344,0.024417443550030796
40,0,-0.018420584131693615,0.003915416026986164,-0.03448572207105064,0.018832110938956967
41,0,0.007469434532473938,0.0015876773218419893,-0.014829156569760244,0.007636306143234797
42,0,0.013641228893498105,0.0,-0.022733027829018728,0.013641228893498105
43,0,0.0234398270080167,0.0,-0.015710011042748155,0.0234398270080167
44,0,-0.015587598974333369,0.0033132464426754637,-0.014296658505536696,0.015935835207937496
45,0,-0.008782125308287024,0.0063805875227427155,-0.004033274882898091,0.01085530386796406
46,0,-0.01145179612813624,0.002434154409942711,-0.014767067738562645,0.011707636065911842
47,0,0.020040550797631344,0.0,-0.010074432189914573,0.020040550797631344
0,1,0.0036126468374517388,0.03437203865591046,0.10017316854213831,0.03456136945399521
1,1,0.06068390219900135,0.0,0.17781013733421291,0.06068390219900135
2,1,-0.012947838695225016,0.014380031694906602,0.29454066628246495,0.019350241301443367
3,1,0.01964818939619608,0.03403166231094766,0.10535405610854265,0.03929637879239215
4,1,0.0023460739133060633,0.02232140224773809,0.05658278908568564,0.022444354771568337
5,1,-0.018437938539559457,0.003919104820251947,-0.0110094982083984,0.018849853054618063
6,1,0.00970134890204424,0.0,-0.05012657822606515,0.00970134890204424
7,1,0.013173296825243591,0.0,-0.042996458515771385,0.013173296825243591
8,1,0.017987634420652637,0.0,-0.050089756109200835,0.017987634420652637
9,1,-0.0009001650167594139,0.008564498038390458,-0.011388006580780787,0.0086116736879071
10,1,0.0010146643913627525,0.009653886818147167,-0.01722080667071156,0.009707063125616068
11,1,0.02054089887783888,0.0,-0.03680988433142536,0.02054089887783888
12,1,0.02757483792970767,0.0,-0.03601793168070155,0.02757483792970767
13,1,-0.015724681112239226,0.0033423841505751083,-0.04067072468182776,0.016075979842349538
14,1,0.010398534913559552,0.0,-0.023895702928292125,0.010398534913559552
15,1,0.014162649938450832,0.0,-0.017416997227373457,0.014162649938450832
16,1,0.006583929360600722,0.0,-0.010427083837805756,0.006583929360600722
17,1,-0.01645140813534168,0.003496854747878457,-0.030392275857669564,0.016818942379452594
18,1,0.008112174381663678,0.0,-0.02613896820752489,0.008112174381663678
19,1,-0.004593010810097611,0.000976274585507591,-0.03014769702564026,0.004695621403816702
20,1,0.0067205624879218585,0.0,-0.03515615751044962,0.0067205624879218585
21,1,0.016256342377211998,0.0,-0.03180115498606365,0.016256342377211998
22,1,0.01581922036421526,0.0,-0.03740906684409707,0.01581922036421526
23,1,-0.0016686787252665155,0.005135665041587344,-0.017274668810750217,0.005399957787570141
24,1,-0.006846891172576073,0.004974557621501011,-0.032499886453966495,0.00846322292384727
25,1,-0.004990803244432627,0.00106082797760819,-0.01748142648922913,0.00510230075776757
26,1,0.006499606297296224,0.0,-0.016965046410905165,0.006499606297296224
27,1,-0.00398951192738753,0.006910037355637243,-0.029237052035259805,0.007979023854775063
28,1,0.0028516110365955183,0.0,-0.04211292462543017,0.0028516110365955183
29,1,0.004301441786017476,0.003125180389281032,-0.05952725288476951,0.005316874448775705
30,1,-0.004323088323667068,0.004801275994976606,-0.0586951516298599,0.006460754122713938
31,1,-0.002306280024318748,0.003994594178601259,-0.021460341998856804,0.004612560048637498
32,1,0.00365155325691315,0.006324675767517184,-0.02452000420879542,0.0073031065138262985
33,1,0.0020119902998458248,0.019142808991093756,-0.04125504963569799,0.019248252934647696
34,1,0.0008370299452325955,0.007963807958040884,-0.014957719290323617,0.008007674838663931
35,1,0.009697161671958268,0.004317454542430306,-0.012118825231492608,0.010614864964663873
36,1,-0.0020446253720214948,0.003541395026785648,-0.03181764405112243,0.004089250744042991
37,1,-0.0014284806192595653,0.004396411285069077,0.02350028451335257,0.00462266038846495
38,1,0.0032734586957739956,0.0,0.03445676552667346,0.0032734586957739956
39,1,-0.00412553655958648,0.002997377761380502,-0.014779134977407342,0.0050994436313095024
40,1,0.0027327229105484443,0.001216686628776,-0.007925625867622788,0.0029913376369909614
41,1,-0.0026259765209636016,0.008081924707578425,-0.006740556167154297,0.008497838529156618
42,1,0.0027762829870440053,0.0030833746301184455,-0.001851730925727723,0.004149089819925335
43,1,0.010132524764390338,0.0,-0.014244368924568367,0.010132524764390338
44,1,0.00973308596162718,0.0,-0.009407750854666544,0.00973308596162718
45,1,0.001204771427224805,0.0005363987986405886,-0.009305856139884557,0.001318786511547779
46,1,-0.003359066500942712,0.003730621294090486,-0.02085092041950532,0.00502004611509465
47,1,0.009958656395944575,0.007235387393446328,-0.01503420031195068,0.012309576269950556
0,2,0.0010866983085650317,0.010339243759474944,0.015948802855104464,0.010396195204577475
1,2,0.03879925524773527,0.028189308992414848,0.1384928702971477,0.047958516962566235
2,2,0.006100328740754877,0.05804075093011063,0.12211662155389924,0.058360455612310104
3,2,0.004927581140452379,0.046882802848017706,0.20608793965608452,0.047141046432825816
4,2,0.0042256735463163915,0.040204598184221375,0.22916802983355888,0.04042605635075891
5,2,0.011655174493351456,0.0,0.09125906774427434,0.011655174493351456
6,2,0.003684117947654792,0.03505204084633022,0.03160712919834357,0.035245117286583603
7,2,0.0013888026015295976,0.013213574105925057,0.04505021959924788,0.013286358166133735
8,2,-0.022411634327698694,0.024890641562117736,-0.026576908349585322,0.03349366194688639
9,2,0.001180153566800687,0.011228411146492458,0.010193287000160553,0.011290260374141442
10,2,0.012141489101706556,0.0054057392304407295,0.01818036875262566,0.01329051444581379
11,2,0.00927247874007266,0.016060404289908094,-0.0026399055962450205,0.018544957480145317
12,2,-0.002946839920746928,0.009069440710773652,0.013157398748092014,0.009536174302347154
13,2,0.0043856863652481995,0.0019526333745750282,0.0011397591644431283,0.00480073140155
14,2,0.0006051608147386868,0.005757720544838141,-0.009133631729938868,0.005789435679247712
15,2,0.002130927667748916,0.0009487501239994349,-0.006170350040033555,0.002332590731990243
16,2,0.00047022445592734513,0.004473886848981287,-0.003221946100770252,0.004498530268481016
17,2,-0.001097492169211497,0.0007973747350850087,-0.0027391997562565117,0.0013565749259191124
18,2,0.0033832773053655194,0.00245809484638343,-0.014531162626637863,0.004181960736164096
19,2,0.0029508722969347986,0.009081851088582754,-0.023336661648900314,0.009549223345801952
20,2,-0.00411930555146766,0.004574952297865357,-0.018283871847259152,0.0061562055483955205
21,2,-0.002249801793357571,0.00692417794132396,-0.009716184975087864,0.0072805115392060365
22,2,-0.0018383348211457224,0.002041677658810727,-0.0063050219600483265,0.002747348281001833
23,2,-0.004136097223686055,0.003005050532972822,-0.006593698930715608,0.005112497330024118
24,2,-0.008271517139517476,0.0017581652429704913,-0.0182515953219019,0.008456307752850582
25,2,0.011805141681776385,0.0,-0.009623778362978737,0.011805141681776385
26,2,-0.0024345076248968723,0.002703794635657563,0.0012959721397304122,0.003638314555874962
27,2,-0.005502049771870315,0.002449670386431951,0.0032669163239845062,0.006022743286435165
28,2,-0.006658002739355192,0.004837322141717741,-0.00650963043264294,0.008229743980222833
29,2,0.006419200511266829,0.0,-0.001749519617395058,0.006419200511266829
30,2,0.0012817390133139017,0.0009312379029761791,-0.0070214064728196185,0.0015843165498694905
31,2,-0.005058885956100812,0.0036754957914363023,-0.0062822496674792,0.0062531269321596215
32,2,-0.0034349956512354737,0.0024956704241360424,-0.013524793314034734,0.004245888127343205
33,2,-0.0031631572788411795,0.0022981682858478295,0.0007928534080890576,0.003909877420170955
34,2,0.006456972768186472,0.0,-0.0005708392443571038,0.006456972768186472
35,2,0.01356888354493385,0.0,-0.011527102723242123,0.01356888354493385
36,2,0.01141886272915009,0.0,-0.028085998166683175,0.01141886272915009
37,2,0.020408392620725028,0.0,-0.03068541140273248,0.020408392620725028
38,2,0.029275476052746798,0.0,-0.03622089774322094,0.029275476052746798
39,2,-0.004073086405263187,0.0070547925975339215,-0.009691004021695558,0.008146172810526377
40,2,0.011626729378751508,0.0,-0.008805142872208644,0.011626729378751508
41,2,0.01879703307907143,0.0,-0.02923288760169718,0.01879703307907143
42,2,0.017561981828659517,0.0,-0.016447897834810623,0.017561981828659517
43,2,0.014833769347968552,0.0,-0.018068385430210478,0.014833769347968552
44,2,0.009806611366568971,0.0,-0.0124604974293351,0.009806611366568971
45,2,0.010307078628351613,0.0,0.00010332056101561583,0.010307078628351613
46,2,0.005896668128421492,0.0,-0.004970920479423429,0.005896668128421492
47,2,-0.006000313537466843,0.004359482966335951,-0.00506670818905359,0.00741679541862125
0,3,0.02194341585769276,0.0,0.08715965810227322,0.02194341585769276
1,3,0.01381518351262938,0.0,0.06416053719632209,0.01381518351262938
2,3,-0.012857999852944935,0.03957285446841047,0.11588809909048538,0.04160936157881212
3,3,0.028016412802535202,0.0,0.17398581752657874,0.028016412802535202
4,3,0.006315285712430244,0.060085929900606065,0.17846072756067993,0.06041690000033246
5,3,-0.009477256565494143,0.09017007299028522,0.26520722380589845,0.09066675496057838
6,3,0.02179134435471583,0.0,0.13274090252706452,0.02179134435471583
7,3,0.002924699989324638,0.003248208410264749,0.05269881923557967,0.0043708955494349425
8,3,0.017269971507142576,0.0,-0.032774350237050644,0.017269971507142576
9,3,0.013220047823103749,0.0,0.020529433012648413,0.013220047823103749
10,3,0.01740159802261277,0.007747690609875505,0.011390007281512212,0.019048420499531024
11,3,0.005341993816169865,0.009252604703324962,-0.001734892608889242,0.010683987632339728
12,3,0.026233652484146455,0.0,0.00770509967448599,0.026233652484146455
13,3,0.004677171891538404,0.005194525636749879,0.030003553860656253,0.006989923711590039
14,3,0.009328091452023924,0.006777255145018659,0.030586076719012832,0.011530155135036288
15,3,0.014317688302775525,0.006374645539702153,-0.005818076008810752,0.015672661040559758
16,3,-0.00342212459750994,0.005927293672718414,-0.020610203211759985,0.006844249195019883
17,3,-0.005520374503220087,0.016989965727602484,0.0028358104750038303,0.017864307153676838
18,3,0.006462651888683053,0.004695391440822406,0.00471449651812136,0.007988277049329657
19,3,-0.00285916932971424,0.004952226546507717,-0.02771906013505704,0.005718338659428482
20,3,-0.002169185177400335,0.0037571389382826904,-0.012023028925708506,0.004338370354800672
21,3,-0.001096777231255299,0.0012180945190118477,-0.005790303211001052,0.001639107852536478
22,3,-0.00671856119459034,0.004881320434876385,-0.014883934091364678,0.008304598347505854
23,3,0.0007837223080688197,0.0005694075869585165,-0.007631899573636875,0.0009687340482560931
24,3,0.01641927889349863,0.0,-0.021729550259820388,0.01641927889349863
25,3,0.014332214439861999,0.0,-0.01868285208847537,0.014332214439861999
26,3,0.0036845022941268692,0.0026769476112164874,0.00012910239730721311,0.0045542952987947345
27,3,0.009784589859818709,0.0,-0.023794470738119397,0.009784589859818709
28,3,-0.0018704137393854869,0.00575654157341312,-0.010990396421417024,0.006052786006701013
29,3,0.00803310547604021,0.0,-0.007670258667061885,0.00803310547604021
30,3,0.011143865099393718,0.0,-0.013803752416352755,0.011143865099393718
31,3,-0.0043173906748414405,0.004794948114885763,0.002911150911595287,0.006452239120154674
32,3,0.006407982924260371,0.0,-0.0020957853091283607,0.006407982924260371
33,3,0.0019907175798661043,0.003448023991848646,0.006314289946164078,0.003981435159732208
34,3,-0.005608619680862728,0.0011921489150789981,0.014617465105479083,0.0057339195809049115
35,3,-0.0006989193562750148,0.000507794635979929,-0.004326483935618347,0.0008639118351463126
36,3,0.00592243877169735,0.004302903637145957,-0.030453204304432203,0.007320536914398282
37,3,0.004166489171659886,0.004627355016945786,-0.01307047984655264,0.006226720362310517
38,3,0.006533518421814678,0.0,-0.006171636703702589,0.006533518421814678
39,3,0.00038094452473558835,0.0036244450451749983,0.006157953885022619,0.0036444095017464243
40,3,0.007657724234842235,0.005563662324350196,-0.006761013418486959,0.009465467707212566
41,3,0.006877836381758687,0.004997040632010201,-0.01653824523719538,0.008501473305974932
42,3,-0.0010197830416272737,0.0011325838084418308,-0.01687750282944178,0.0015240418416615652
43,3,0.009959082104342612,0.0,-0.018627371471669405,0.009959082104342612
44,3,0.0035276767199920486,0.0025630071621286824,-0.01903024259897527,0.004360448228553663
